Recency,Frequency,Monetary,AvgTimeBetweenOrders,WeekendPurchaseRatio,PreviousOrderAmount
0.5955835512607377,0.4389978859295803,5.166377919750525,0.39241366079965045,-0.5245744797959482,-0.07550038129253837
-0.9522790918878471,0.1315018840832344,0.13612722007702077,-0.1943748001188492,0.12879492874351,-0.03706019771047613
-0.6035322617957277,-0.09912011730152501,-0.06485654163436883,0.11936577877645772,-0.3112685846551251,0.023967771976477127
-0.8710640766609151,-0.1759941177631115,0.10199613803664309,-0.10981776379783521,-0.5245744797959482,-0.03179746511383858
0.5191458898706842,-0.4066161191478709,-0.18154932882298253,-0.29860321131183815,-0.5245744797959482,-0.047279287894050684
0.8296738892677769,-0.4066161191478709,-0.18386725617443828,-0.29860321131183815,-0.5245744797959482,-0.06527652798422967
-0.7898490614339833,0.28524988500640736,-0.007345349828486107,-0.09881032118459239,-0.5245744797959482,-0.019747064935760103
0.012746383161579257,-0.32974211868628445,-0.1765381180924377,0.21344143184221157,-0.5245744797959482,-0.055750834496929996
0.146512290594173,-0.4066161191478709,-0.12995518849329873,-0.29860321131183815,-0.5245744797959482,-0.04916842920210841
0.06051992153036274,-0.32974211868628445,-0.13908215729067996,0.3007754590698991,-0.5245744797959482,-0.019868060694544616
-0.8519546613134018,-0.022246116839938542,0.23655919632682942,-0.13523811291715332,-0.5245744797959482,0.04284437773287737
-0.8041811229446183,-0.25286811822469796,1.0617835783116472,-0.2291308864306016,1.080264129929096,0.10256428916497963
-0.9522790918878471,-0.09912011730152501,0.06448685174756481,0.254394434777649,-0.5245744797959482,0.05720348898460289
-0.6847472770226596,0.28524988500640736,0.40980885685992574,-0.1908182450121521,0.10650456356267492,-0.02894809956692019
-0.7134114000439297,0.1315018840832344,0.08982130599643051,-0.13824064605389774,-0.5245744797959482,-0.04795174509191073
0.40926675162248216,-0.1759941177631115,-0.1693017802091509,0.5116859219986408,0.2256738410441883,-0.05291135238032964
-0.9475017380509687,0.36212388546799384,0.16623188155529398,-0.1401698197712865,-0.5245744797959482,-0.045140801964131734
-0.4363248775049855,-0.32974211868628445,-0.16647968461393664,0.04777992964531312,-0.5245744797959482,-0.038091037316516516
-0.923614968866577,-0.1759941177631115,-0.11377055682209457,-0.22781459321940445,0.41397145882367364,-0.060891680097231025
0.42837616696999553,-0.32974211868628445,-0.16028977285196733,-0.29860321131183815,-0.5245744797959482,-0.06153378986474883
2.067008533019269,-0.4066161191478709,-0.170064265423956,-0.29860321131183815,-0.5245744797959482,0.45522643985586225
-0.9427243842140904,-0.4066161191478709,-0.19301084590293244,-0.29860321131183815,-0.5245744797959482,-0.06217003943882121
2.038344409997999,-0.4066161191478709,-0.14115354083062742,-0.29860321131183815,3.1016257375980447,0.06837507692360421
1.0112133350691541,-0.25286811822469796,-0.08066373966155048,-0.15615941965011107,-0.5245744797959482,-0.04716272100269102
-0.718188753880808,0.05462788362164793,0.09423070051292845,-0.12079319895383382,-0.5245744797959482,-0.03960430974247449
-0.7468528769020781,-0.09912011730152501,0.07697401878494103,-0.09063421704238388,-0.5245744797959482,-0.0367006502587329
